"state","county","Obama","Romney","winner","total","margin","turnout"
"NH","Acworth",58.6,39.3,"Obama",528,19.3,2.1
"NH","Albany",58.3,39,"Obama",392,19.3,2.7
"NH","Alexandria",51,46.7,"Obama",904,4.3,2.3
"NH","Allenstown",53,45.3,"Obama",2130,7.7,1.7
"NH","Alstead",61.7,37.3,"Obama",1017,24.4,1
"NH","Alton",35.8,63.7,"Romney",3354,27.9,0.5
"NH","Amherst",46.6,52,"Romney",7407,5.4,1.4
"NH","Andover",56.7,41.7,"Obama",1348,15,1.59999999999999
"NH","Antrim",54.7,44.3,"Obama",1465,10.4,1
"NH","Ashland",51.6,45.9,"Obama",1109,5.7,2.5
"NH","Atkinson",37.4,61.8,"Romney",4321,24.4,0.800000000000004
"NH","Auburn",37.6,61.5,"Romney",3215,23.9,0.899999999999999
"NH","Barnstead",46.7,52,"Romney",2379,5.3,1.3
"NH","Barrington",52.3,46.1,"Obama",4848,6.2,1.6
"NH","Bartlett",56.8,42.3,"Obama",1813,14.5,0.900000000000006
"NH","Bath",48.5,50,"Romney",536,1.5,1.5
"NH","Bedford",36.8,62.4,"Romney",12703,25.6,0.800000000000004
"NH","Belmont",48.9,49.9,"Romney",3598,1,1.2
"NH","Bennington",51.2,47.1,"Obama",758,4.1,1.7
"NH","Benton",44.1,53.6,"Romney",175,9.5,2.3
"NH","Berlin",69,30.1,"Obama",4111,38.9,0.899999999999999
"NH","Bethlehem",60.8,37.7,"Obama",1396,23.1,1.5
"NH","Boscawen",55.5,42.5,"Obama",1766,13,2
"NH","Bow",51.2,48,"Obama",4861,3.2,0.799999999999997
"NH","Bradford",51.5,46.7,"Obama",959,4.8,1.8
"NH","Brentwood",45,53.5,"Romney",2394,8.5,1.5
"NH","Bridgewater",49.1,50.4,"Romney",695,1.3,0.5
"NH","Bristol",48.1,50.6,"Romney",1600,2.5,1.3
"NH","Brookfield",39.4,57.8,"Romney",422,18.4,2.8
"NH","Brookline",43.4,55.1,"Romney",2901,11.7,1.5
"NH","Campton",57,41.5,"Obama",1815,15.5,1.5
"NH","Canaan",59.8,38.9,"Obama",1798,20.9,1.3
"NH","Candia",37.7,61.4,"Romney",2465,23.7,0.899999999999999
"NH","Canterbury",58.2,40.4,"Obama",1534,17.8,1.4
"NH","Carroll",54.2,44.7,"Obama",500,9.5,1.09999999999999
"NH","Center Harbor",43,56.7,"Romney",714,13.7,0.299999999999997
"NH","Charlestown",60.6,38,"Obama",2221,22.6,1.4
"NH","Chatham",48.4,50.7,"Romney",215,2.3,0.899999999999999
"NH","Chester",39.5,59.3,"Romney",2704,19.8,1.2
"NH","Chesterfield",57.4,41.8,"Obama",2162,15.6,0.800000000000004
"NH","Chichester",47.3,50.8,"Romney",1515,3.5,1.90000000000001
"NH","Claremont",60.1,38.5,"Obama",5499,21.6,1.4
"NH","Clarksville",45.3,52.2,"Romney",155,6.90000000000001,2.5
"NH","Colebrook",47.7,51.1,"Romney",978,3.4,1.2
"NH","Columbia",45.6,53.8,"Romney",338,8.2,0.600000000000001
"NH","Concord",65.3,33.6,"Obama",21349,31.7,1.1
"NH","Conway",57.5,41.4,"Obama",5126,16.1,1.1
"NH","Cornish",60.9,37.9,"Obama",1030,23,1.2
"NH","Croydon",44.6,53.1,"Romney",429,8.5,2.3
"NH","Dalton",49,48.8,"Obama",481,0.200000000000003,2.2
"NH","Danbury",48.8,49.8,"Romney",620,1,1.40000000000001
"NH","Danville",41.5,57.3,"Romney",2339,15.8,1.2
"NH","Deerfield",42.7,55.9,"Romney",2618,13.2,1.4
"NH","Deering",49.1,48.8,"Obama",1013,0.300000000000004,2.1
"NH","Derry",47,51.6,"Romney",15882,4.6,1.4
"NH","Dixville",50,50,"Obama",10,0,0
"NH","Dorchester",47.2,49.7,"Romney",189,2.5,3.09999999999999
"NH","Dover",60.2,38.1,"Obama",15886,22.1,1.7
"NH","Dublin",63.3,35.4,"Obama",1046,27.9,1.3
"NH","Dummer",50.9,47.9,"Obama",163,3,1.2
"NH","Dunbarton",44.8,54.1,"Romney",1752,9.3,1.1
"NH","Durham",68.6,30,"Obama",7291,38.6,1.40000000000001
"NH","East Kingston",38.7,59.9,"Romney",1508,21.2,1.4
"NH","Easton",65.2,33.7,"Obama",185,31.5,1.09999999999999
"NH","Eaton",57.8,42.2,"Obama",282,15.6,0
"NH","Effingham",48.1,49.7,"Romney",773,1.6,2.2
"NH","Ellsworth",61.5,36.5,"Obama",51,25,2
"NH","Enfield",63.7,34.8,"Obama",2385,28.9,1.5
"NH","Epping",50.5,47.8,"Obama",3490,2.7,1.7
"NH","Epsom",46.8,52.2,"Romney",2528,5.40000000000001,1
"NH","Errol",45.3,53.6,"Romney",177,8.3,1.1
"NH","Exeter",58.4,40.7,"Obama",8808,17.7,0.899999999999999
"NH","Farmington",51.4,47.5,"Obama",2974,3.9,1.1
"NH","Fitzwilliam",57.2,41.8,"Obama",1303,15.4,1
"NH","Francestown",51.9,43.3,"Obama",987,8.6,4.8
"NH","Franconia",62.9,36.3,"Obama",755,26.6,0.800000000000004
"NH","Franklin",56,42.7,"Obama",3629,13.3,1.3
"NH","Freedom",47.6,51.9,"Romney",916,4.3,0.5
"NH","Fremont",42.2,56,"Romney",2419,13.8,1.8
"NH","Gilford",46.2,53,"Romney",4581,6.8,0.799999999999997
"NH","Gilmanton",46.4,52.7,"Romney",2164,6.3,0.899999999999999
"NH","Gilsum",53.5,44.4,"Obama",423,9.1,2.1
"NH","Goffstown",46,52.8,"Romney",9087,6.8,1.2
"NH","Gorham",65.4,33.6,"Obama",1544,31.8,0.999999999999993
"NH","Goshen",52.1,46.3,"Obama",429,5.8,1.6
"NH","Grafton",49.5,46,"Obama",654,3.5,4.5
"NH","Grantham",57.4,41.7,"Obama",1975,15.7,0.899999999999999
"NH","Greenfield",52.7,45.1,"Obama",855,7.6,2.2
"NH","Greenland",53.4,45.7,"Obama",2514,7.7,0.899999999999999
"NH","Greenville",53.3,44.4,"Obama",933,8.9,2.3
"NH","Groton",46.6,52,"Romney",294,5.4,1.4
"NH","Hampstead",38.1,61,"Romney",5229,22.9,0.899999999999999
"NH","Hampton",50.1,49,"Obama",9585,1.1,0.899999999999999
"NH","Hampton Falls",36.7,61.5,"Romney",1465,24.8,1.8
"NH","Hancock",60.7,38.2,"Obama",1203,22.5,1.09999999999999
"NH","Hanover",75.3,23.8,"Obama",7196,51.5,0.900000000000002
"NH","Harrisville",69,30,"Obama",686,39,1
"NH","Harts Location",69.7,27.3,"Obama",32,42.4,3
"NH","Haverhill",49.3,49.3,"Obama",1949,0,1.40000000000001
"NH","Hebron",43.2,56.1,"Romney",393,12.9,0.699999999999996
"NH","Henniker",59.2,39.4,"Obama",2524,19.8,1.4
"NH","Hill",50.9,47.5,"Obama",553,3.4,1.6
"NH","Hillsborough",54.1,44.1,"Obama",2703,10,1.8
"NH","Hinsdale",69.6,28.6,"Obama",1731,41,1.8
"NH","Holderness",57.4,41.6,"Obama",1302,15.8,1
"NH","Hollis",44.6,54.2,"Romney",5074,9.6,1.2
"NH","Hooksett",45.1,53.9,"Romney",7287,8.8,1
"NH","Hopkinton",60.1,39,"Obama",3735,21.1,0.899999999999999
"NH","Hudson",50.6,48,"Obama",10625,2.6,1.4
"NH","Jackson",61.6,37.7,"Obama",682,23.9,0.699999999999996
"NH","Jaffrey",54.6,43.9,"Obama",2773,10.7,1.5
"NH","Jefferson",46,52.2,"Romney",585,6.2,1.8
"NH","Keene",69.6,28.9,"Obama",12259,40.7,1.50000000000001
"NH","Kensington",43.6,54.9,"Romney",1326,11.3,1.5
"NH","Kingston",44.4,54.2,"Romney",3372,9.8,1.4
"NH","Laconia",50,49,"Obama",7788,1,1
"NH","Lancaster",52.9,45.5,"Obama",1606,7.4,1.6
"NH","Landaff",54.5,44.7,"Obama",242,9.8,0.799999999999997
"NH","Langdon",56.9,41.8,"Obama",387,15.1,1.3
"NH","Lebanon",69.1,29.8,"Obama",6832,39.3,1.1
"NH","Lee",62.8,35.7,"Obama",2542,27.1,1.5
"NH","Lempster",47.6,51.2,"Romney",610,3.6,1.2
"NH","Lincoln",56,42.3,"Obama",783,13.7,1.7
"NH","Lisbon",53.9,45,"Obama",708,8.9,1.1
"NH","Litchfield",41.5,57.4,"Romney",4659,15.9,1.1
"NH","Littleton",54,44.6,"Obama",2859,9.4,1.4
"NH","Londonderry",43.3,55.8,"Romney",12955,12.5,0.900000000000006
"NH","Loudon",47.2,51.6,"Romney",2960,4.4,1.2
"NH","Lyman",52.8,45.9,"Obama",301,6.9,1.3
"NH","Lyme",76.6,22.5,"Obama",1206,54.1,0.900000000000006
"NH","Lyndeborough",52,46.6,"Obama",1015,5.4,1.4
"NH","Madbury",58.4,40.4,"Obama",1139,18,1.2
"NH","Madison",56.3,42.3,"Obama",1389,14,1.40000000000001
"NH","Manchester",53.9,43.7,"Obama",46485,10.2,2.4
"NH","Marlborough",69,30,"Obama",1149,39,1
"NH","Marlow",61.5,36.2,"Obama",416,25.3,2.3
"NH","Mason",39.5,56.8,"Romney",807,17.3,3.7
"NH","Meredith",46.6,52.5,"Romney",3941,5.9,0.899999999999999
"NH","Merrimack",46.3,52.3,"Romney",14475,6,1.40000000000001
"NH","Middleton",47.9,50.5,"Romney",855,2.6,1.6
"NH","Milan",60.1,39.1,"Obama",718,21,0.799999999999997
"NH","Milford",50.3,48.2,"Obama",7713,2.09999999999999,1.5
"NH","Millsfield",22.7,72.7,"Romney",21,50,4.59999999999999
"NH","Milton",49.1,50,"Romney",2228,0.899999999999999,0.899999999999999
"NH","Monroe",43.5,53.7,"Romney",483,10.2,2.8
"NH","Mont Vernon",46.5,52.2,"Romney",1466,5.7,1.3
"NH","Moultonborough",39.5,59.8,"Romney",3026,20.3,0.700000000000003
"NH","Nashua",56.3,42.4,"Obama",40719,13.9,1.3
"NH","Nelson",65,33,"Obama",445,32,2
"NH","New Boston",44.2,54.8,"Romney",3135,10.6,1
"NH","Newbury",49.1,50.3,"Romney",1344,1.2,0.600000000000001
"NH","New Castle",48.4,51.2,"Romney",815,2.8,0.399999999999999
"NH","New Durham",43.5,55.3,"Romney",1588,11.8,1.2
"NH","Newfields",51.7,47.8,"Obama",1085,3.90000000000001,0.5
"NH","New Hampton",49.9,49.1,"Obama",1282,0.799999999999997,1
"NH","Newington",46.4,52.7,"Romney",560,6.3,0.899999999999999
"NH","New Ipswich",32.1,66.2,"Romney",2507,34.1,1.7
"NH","New London",55.1,43.9,"Obama",3121,11.2,1
"NH","Newmarket",62.1,36.4,"Obama",5123,25.7,1.5
"NH","Newport",50.2,45.4,"Obama",2758,4.8,4.4
"NH","Newton",43.6,55.1,"Romney",2499,11.5,1.3
"NH","Northfield",54.4,44.4,"Obama",2255,10,1.2
"NH","North Hampton",48,51.1,"Romney",3020,3.1,0.899999999999999
"NH","Northumberland",62.3,36.7,"Obama",987,25.6,1
"NH","Northwood",49.3,48.9,"Obama",2387,0.399999999999999,1.8
"NH","Nottingham",48.8,49.3,"Romney",2743,0.5,1.90000000000001
"NH","Orange",59.4,40,"Obama",179,19.4,0.600000000000001
"NH","Orford",64.4,33.9,"Obama",694,30.5,1.7
"NH","Ossipee",45.3,53.8,"Romney",2103,8.5,0.900000000000006
"NH","Pelham",40.3,58.8,"Romney",7054,18.5,0.900000000000006
"NH","Pembroke",54.3,44.6,"Obama",3831,9.7,1.1
"NH","Peterborough",64.7,34.2,"Obama",3788,30.5,1.09999999999999
"NH","Piermont",60.3,38.1,"Obama",416,22.2,1.6
"NH","Pittsburg",35.9,63.3,"Romney",497,27.4,0.799999999999997
"NH","Pittsfield",49.6,48.4,"Obama",1895,1.2,2
"NH","Plainfield",67.2,31.5,"Obama",1433,35.7,1.3
"NH","Plaistow",41.3,57.7,"Romney",4096,16.4,1
"NH","Plymouth",65.5,31.5,"Obama",3424,34,3
"NH","Portsmouth",67.6,31.3,"Obama",12916,36.3,1.1
"NH","Randolph",69.1,30.9,"Obama",249,38.2,7.105427357601e-15
"NH","Raymond",45.9,52.7,"Romney",4921,6.8,1.4
"NH","Richmond",48.7,47.9,"Obama",655,0.800000000000004,3.4
"NH","Rindge",44.2,53.8,"Romney",3126,9.59999999999999,2
"NH","Rochester",51.5,46.9,"Obama",14309,4.6,1.6
"NH","Rollinsford",54.2,44,"Obama",1517,10.2,1.8
"NH","Roxbury",72.4,27,"Obama",151,45.4,0.599999999999994
"NH","Rumney",47.7,50.8,"Romney",849,3.09999999999999,1.5
"NH","Rye",50.5,49,"Obama",3803,1.5,0.5
"NH","Salem",41.7,57.4,"Romney",14311,15.7,0.899999999999999
"NH","Salisbury",50,48.4,"Obama",787,1.6,1.6
"NH","Sanbornton",48.8,50.1,"Romney",1801,1.3,1.1
"NH","Sandown",39.9,59,"Romney",3220,19.1,1.1
"NH","Sandwich",60.1,39.7,"Obama",1012,20.4,0.199999999999996
"NH","Seabrook",47.4,51.6,"Romney",4241,4.2,1
"NH","Sharon",62.5,35.1,"Obama",253,27.4,2.4
"NH","Shelburne",53.7,45.6,"Obama",257,8.1,0.699999999999996
"NH","Somersworth",57.7,41,"Obama",5179,16.7,1.3
"NH","South Hampton",42.2,56.6,"Romney",562,14.4,1.2
"NH","Springfield",47.3,51.6,"Romney",763,4.3,1.1
"NH","Stark",55.2,44.8,"Obama",297,10.4,0
"NH","Stewartstown",45,53.9,"Romney",354,8.9,1.1
"NH","Stoddard",53.7,44.9,"Obama",740,8.8,1.4
"NH","Strafford",49.8,49,"Obama",2449,0.799999999999997,1.2
"NH","Stratford",60.7,38.2,"Obama",272,22.5,1.09999999999999
"NH","Stratham",49.8,49.5,"Obama",4806,0.299999999999997,0.700000000000003
"NH","Sugar Hill",61.2,37.8,"Obama",401,23.4,1
"NH","Sullivan",58.6,39.3,"Obama",369,19.3,2.1
"NH","Sunapee",45.4,53.3,"Romney",1991,7.9,1.3
"NH","Surry",54.7,44.3,"Obama",489,10.4,1
"NH","Sutton",54.2,45.2,"Obama",1199,9,0.599999999999994
"NH","Swanzey",58.2,40.9,"Obama",3630,17.3,0.899999999999999
"NH","Tamworth",53.4,45.5,"Obama",1561,7.9,1.1
"NH","Temple",50.5,47.9,"Obama",848,2.6,1.6
"NH","Thornton",53.9,44.3,"Obama",1354,9.6,1.8
"NH","Tilton",53.1,45.4,"Obama",1850,7.7,1.5
"NH","Troy",55.7,41.6,"Obama",966,14.1,2.7
"NH","Tuftonboro",40.2,59,"Romney",1655,18.8,0.799999999999997
"NH","Unity",53.4,45.2,"Obama",783,8.2,1.4
"NH","Wakefield",42.3,56.5,"Romney",2531,14.2,1.2
"NH","Walpole",60.9,37.6,"Obama",2077,23.3,1.5
"NH","Warner",56.6,41.9,"Obama",1632,14.7,1.5
"NH","Warren",52.2,46.2,"Obama",439,6,1.59999999999999
"NH","Washington",46.9,51.6,"Romney",599,4.7,1.5
"NH","Waterville",56.2,43.4,"Obama",241,12.8,0.399999999999999
"NH","Weare",44.2,54.4,"Romney",4697,10.2,1.4
"NH","Webster",54.8,43.6,"Obama",1119,11.2,1.6
"NH","Wentworth",44.5,53.1,"Romney",478,8.6,2.4
"NH","Wentworth's Location",39.1,56.5,"Romney",22,17.4,4.4
"NH","Westmoreland",61.7,37.5,"Obama",1087,24.2,0.799999999999997
"NH","Whitefield",56.1,42.3,"Obama",1111,13.8,1.6
"NH","Wilmot",57.1,41.9,"Obama",853,15.2,1
"NH","Wilton",51.6,46.3,"Obama",2159,5.3,2.1
"NH","Winchester",62.7,35.1,"Obama",1764,27.6,2.2
"NH","Windham",35.9,63.2,"Romney",8188,27.3,0.899999999999991
"NH","Windsor",37.8,59.5,"Romney",108,21.7,2.7
"NH","Wolfeboro",43.2,56,"Romney",4254,12.8,0.799999999999997
"NH","Woodstock",58.7,39.5,"Obama",763,19.2,1.8
"NJ","Atlantic",58.1,40.9,"Obama",101427,17.2,1
"NJ","Bergen",55,44.1,"Obama",348737,10.9,0.899999999999999
"NJ","Burlington",58.8,40.1,"Obama",195061,18.7,1.1
"NJ","Camden",67.8,31.2,"Obama",201124,36.6,1
"NJ","Cape May",45,54,"Romney",46763,9,1
"NJ","Cumberland",61,37.9,"Obama",48939,23.1,1.1
"NJ","Essex",77.4,21.9,"Obama",279545,55.5,0.699999999999996
"NJ","Gloucester",54.6,44.1,"Obama",131875,10.5,1.3
"NJ","Hudson",77.4,21.6,"Obama",174321,55.8,0.999999999999993
"NJ","Hunterdon",40,58.9,"Romney",62127,18.9,1.1
"NJ","Mercer",67.8,31,"Obama",137455,36.8,1.2
"NJ","Middlesex",62.9,35.9,"Obama",281987,27,1.2
"NJ","Monmouth",46.7,52.2,"Romney",265847,5.5,1.09999999999999
"NJ","Morris",43.7,55.3,"Romney",204578,11.6,1
"NJ","Ocean",40.6,58.4,"Romney",235094,17.8,1
"NJ","Passaic",63.2,35.9,"Obama",163238,27.3,0.899999999999999
"NJ","Salem",49.6,48.8,"Obama",28670,0.800000000000004,1.6
"NJ","Somerset",52,46.8,"Obama",133327,5.2,1.2
"NJ","Sussex",37.9,60.3,"Romney",60621,22.4,1.8
"NJ","Union",66.3,32.8,"Obama",200677,33.5,0.900000000000006
"NJ","Warren",41.3,57,"Romney",42564,15.7,1.7
"NM","Bernalillo",55.6,39.3,"Obama",251425,16.3,5.1
"NM","Catron",26.5,70.2,"Romney",2031,43.7,3.3
"NM","Chaves",32.3,64.7,"Romney",19892,32.4,3
"NM","Cibola",60.2,36.4,"Obama",7873,23.8,3.4
"NM","Colfax",48.8,46.9,"Obama",5642,1.9,4.3
"NM","Curry",29.4,68,"Romney",13106,38.6,2.59999999999999
"NM","DeBaca",31.9,65.1,"Romney",873,33.2,3
"NM","Dona Ana",56,41.1,"Obama",63766,14.9,2.9
"NM","Eddy",31.8,65.4,"Romney",18656,33.6,2.8
"NM","Grant",55,41.5,"Obama",12295,13.5,3.5
"NM","Guadalupe",70.2,26.2,"Obama",1906,44,3.6
"NM","Harding",43.3,54.3,"Romney",586,11,2.40000000000001
"NM","Hidalgo",51.5,46.4,"Obama",1889,5.1,2.1
"NM","Lea",24,73.7,"Romney",16548,49.7,2.3
"NM","Lincoln",31.8,64.5,"Romney",8871,32.7,3.7
"NM","Los Alamos",48.7,45,"Obama",9987,3.7,6.3
"NM","Luna",47.8,48.9,"Romney",7227,1.1,3.3
"NM","McKinley",72.1,25.4,"Obama",20783,46.7,2.50000000000001
"NM","Mora",75,22.7,"Obama",2543,52.3,2.3
"NM","Otero",34.2,62.2,"Romney",18934,28,3.59999999999999
"NM","Quay",37.4,59.4,"Romney",3576,22,3.2
"NM","Rio Arriba",74.7,22.1,"Obama",14762,52.6,3.2
"NM","Roosevelt",28.9,67.8,"Romney",5751,38.9,3.3
"NM","Sandoval",50.3,45.2,"Obama",50955,5.09999999999999,4.5
"NM","San Juan",34.1,62.6,"Romney",44467,28.5,3.3
"NM","San Miguel",76.9,20,"Obama",11035,56.9,3.09999999999999
"NM","Santa Fe",73.4,22.4,"Obama",64813,51,4.2
"NM","Sierra",38.5,57.4,"Romney",4891,18.9,4.1
"NM","Socorro",56.2,38.1,"Obama",6681,18.1,5.7
"NM","Taos",78.1,17.8,"Obama",14565,60.3,4.1
"NM","Torrance",37.9,55.2,"Romney",5935,17.3,6.9
"NM","Union",26.9,70.2,"Romney",1702,43.3,2.89999999999999
"NM","Valencia",48.7,46.3,"Obama",26261,2.40000000000001,5
"NV","Carson City",44.1,53.2,"Romney",22684,9.1,2.7
"NV","Churchill",28.8,68.8,"Romney",10022,40,2.40000000000001
"NV","Clark",56.4,41.9,"Obama",676201,14.5,1.7
"NV","Douglas",35.6,62.4,"Romney",25552,26.8,2.00000000000001
"NV","Elko",22,75.2,"Romney",15523,53.2,2.8
"NV","Esmeralda",21.1,72.9,"Romney",409,51.8,6
"NV","Eureka",13.2,82.1,"Romney",770,68.9,4.7
"NV","Humboldt",30.2,66.3,"Romney",5547,36.1,3.5
"NV","Lander",24.7,73,"Romney",2114,48.3,2.3
"NV","Lincoln",18.6,78.6,"Romney",2091,60,2.80000000000001
"NV","Lyon",34.4,63,"Romney",20900,28.6,2.59999999999999
"NV","Mineral",42.4,53.1,"Romney",1943,10.7,4.5
"NV","Nye",36.1,60.3,"Romney",16886,24.2,3.6
"NV","Pershing",33.5,61.9,"Romney",1799,28.4,4.6
"NV","Storey",39.8,57.1,"Romney",2241,17.3,3.1
"NV","Washoe",50.7,47.2,"Obama",182957,3.5,2.09999999999999
"NV","White Pine",26.5,70.2,"Romney",3584,43.7,3.3
"NY","Albany",64.4,33.5,"Obama",122920,30.9,2.09999999999999
"NY","Allegany",36.3,61.6,"Romney",15267,25.3,2.1
"NY","Bronx",91.2,8.3,"Obama",314682,82.9,0.499999999999996
"NY","Brooklyn",81.4,17.6,"Obama",611921,63.8,0.999999999999993
"NY","Broome",50.9,46.4,"Obama",73193,4.5,2.7
"NY","Cattaraugus",42.4,55.8,"Romney",27101,13.4,1.8
"NY","Cayuga",54.3,43.6,"Obama",25517,10.7,2.1
"NY","Chautauqua",45,53.3,"Romney",47610,8.3,1.7
"NY","Chemung",47.8,50.7,"Romney",31492,2.90000000000001,1.5
"NY","Chenango",47.2,50.6,"Romney",17273,3.4,2.2
"NY","Clinton",62,36.4,"Obama",27177,25.6,1.6
"NY","Columbia",54.8,43,"Obama",25438,11.8,2.2
"NY","Cortland",53.4,44.6,"Obama",17331,8.8,2
"NY","Delaware",44.2,53.7,"Romney",16554,9.5,2.09999999999999
"NY","Dutchess",52.5,45.8,"Obama",112205,6.7,1.7
"NY","Erie",56.9,41.3,"Obama",379862,15.6,1.8
"NY","Essex",56.7,41.7,"Obama",15330,15,1.59999999999999
"NY","Franklin",62.4,36.1,"Obama",14313,26.3,1.5
"NY","Fulton",43.9,54.4,"Romney",17727,10.5,1.7
"NY","Genesee",38.5,59.4,"Romney",22587,20.9,2.1
"NY","Greene",43.3,54.4,"Romney",17846,11.1,2.3
"NY","Hamilton",36,62.2,"Romney",2607,26.2,1.8
"NY","Herkimer",44.8,53.2,"Romney",22822,8.40000000000001,2
"NY","Jefferson",47.9,50.8,"Romney",31624,2.9,1.3
"NY","Lewis",45,53.6,"Romney",9346,8.6,1.4
"NY","Livingston",44.3,53.7,"Romney",24099,9.40000000000001,2
"NY","Madison",49.1,48.8,"Obama",25309,0.300000000000004,2.1
"NY","Manhattan",84.2,14.6,"Obama",490161,69.6,1.2
"NY","Monroe",57.8,40.4,"Obama",303260,17.4,1.8
"NY","Montgomery",47,51.4,"Romney",16503,4.4,1.6
"NY","Nassau",52.9,46.2,"Obama",456531,6.7,0.899999999999999
"NY","Niagara",49.4,48.8,"Obama",81259,0.600000000000001,1.8
"NY","Oneida",46.5,51.8,"Romney",79027,5.3,1.7
"NY","Onondaga",59.7,38.6,"Obama",185471,21.1,1.7
"NY","Ontario",48.2,49.8,"Romney",43283,1.59999999999999,2
"NY","Orange",51.9,46.7,"Obama",128693,5.2,1.4
"NY","Orleans",39.3,58.7,"Romney",13487,19.4,2
"NY","Oswego",52.8,45,"Obama",40236,7.8,2.2
"NY","Otsego",50,48,"Obama",21502,2,2
"NY","Putnam",43.7,54.9,"Romney",40287,11.2,1.4
"NY","Queens",78.8,20.3,"Obama",503163,58.5,0.900000000000002
"NY","Rensselaer",54.8,43,"Obama",61953,11.8,2.2
"NY","Rockland",52.8,46.2,"Obama",113382,6.59999999999999,1
"NY","Saint Lawrence",57.5,40.9,"Obama",33488,16.6,1.6
"NY","Saratoga",50.1,48,"Obama",95705,2.1,1.9
"NY","Schenectady",56.7,41.3,"Obama",58385,15.4,2
"NY","Schoharie",40.7,57.3,"Romney",11711,16.6,2
"NY","Schuyler",44.9,52.8,"Romney",7296,7.9,2.3
"NY","Seneca",53.7,44.5,"Obama",11931,9.2,1.8
"NY","Staten Island",49.9,49.1,"Obama",133944,0.799999999999997,1
"NY","Steuben",40.9,57.3,"Romney",35011,16.4,1.8
"NY","Suffolk",50.8,48,"Obama",534178,2.8,1.2
"NY","Sullivan",54.4,44,"Obama",24929,10.4,1.6
"NY","Tioga",41.4,56.5,"Romney",19541,15.1,2.1
"NY","Tompkins",68.2,28.5,"Obama",34649,39.7,3.3
"NY","Ulster",59.8,37.9,"Obama",70504,21.9,2.3
"NY","Warren",50,47.9,"Obama",25683,2.1,2.1
"NY","Washington",49.8,48.2,"Obama",20850,1.59999999999999,2
"NY","Wayne",44.4,53.7,"Romney",33451,9.3,1.9
"NY","Westchester",60.4,38.2,"Obama",280615,22.2,1.4
"NY","Wyoming",34.3,63.9,"Romney",14950,29.6,1.8
"NY","Yates",47.7,50.6,"Romney",8291,2.9,1.7
"OH","Adams",35.8,62,"Romney",10548,26.2,2.2
"OH","Allen",36.3,62,"Romney",45671,25.7,1.7
"OH","Ashland",33.9,63.9,"Romney",23308,30,2.2
"OH","Ashtabula",55,42.8,"Obama",40854,12.2,2.2
"OH","Athens",66.1,31.1,"Obama",25386,35,2.8
"OH","Auglaize",24.7,73.6,"Romney",22445,48.9,1.7
"OH","Belmont",44.8,53.2,"Romney",30244,8.40000000000001,2
"OH","Brown",36.5,61.6,"Romney",18594,25.1,1.9
"OH","Butler",36.1,62.3,"Romney",161508,26.2,1.6
"OH","Carroll",41.6,55.4,"Romney",12573,13.8,3
"OH","Champaign",39.1,59.2,"Romney",19678,20.1,1.7
"OH","Clark",48.3,50.1,"Romney",61138,1.8,1.6
"OH","Clermont",31.4,67,"Romney",91861,35.6,1.59999999999999
"OH","Clinton",31.4,66.5,"Romney",17274,35.1,2.09999999999999
"OH","Columbiana",42.9,55,"Romney",44129,12.1,2.1
"OH","Coshocton",44,53.4,"Romney",15153,9.4,2.6
"OH","Crawford",37.6,60.2,"Romney",18768,22.6,2.2
"OH","Cuyahoga",68.8,30.2,"Obama",605428,38.6,1
"OH","Darke",26.6,71.5,"Romney",24355,44.9,1.90000000000001
"OH","Defiance",41.9,56,"Romney",17373,14.1,2.1
"OH","Delaware",37.5,61.2,"Romney",95111,23.7,1.3
"OH","Erie",54.8,43.5,"Obama",37624,11.3,1.7
"OH","Fairfield",41.1,57.3,"Romney",68965,16.2,1.6
"OH","Fayette",38.2,60.5,"Romney",10531,22.3,1.3
"OH","Franklin",60.1,38.4,"Obama",533595,21.7,1.5
"OH","Fulton",42.3,55.5,"Romney",20311,13.2,2.2
"OH","Gallia",35.9,62,"Romney",9330,26.1,2.09999999999999
"OH","Geauga",38.5,60.1,"Romney",49399,21.6,1.4
"OH","Greene",38.3,60,"Romney",79711,21.7,1.7
"OH","Guernsey",44.1,53.7,"Romney",16037,9.6,2.2
"OH","Hamilton",51.8,46.9,"Obama",397161,4.9,1.3
"OH","Hancock",34.9,63.2,"Romney",34269,28.3,1.89999999999999
"OH","Hardin",36.9,60.4,"Romney",11824,23.5,2.7
"OH","Harrison",41.4,56.2,"Romney",6831,14.8,2.4
"OH","Henry",39.6,58.2,"Romney",13624,18.6,2.2
"OH","Highland",33.6,64.3,"Romney",16804,30.7,2.10000000000001
"OH","Hocking",48.3,49.4,"Romney",12160,1.1,2.3
"OH","Holmes",22.6,75.4,"Romney",11131,52.8,2
"OH","Huron",44.3,53.2,"Romney",23494,8.90000000000001,2.5
"OH","Jackson",38.4,59.2,"Romney",12616,20.8,2.4
"OH","Jefferson",46.3,51.7,"Romney",31689,5.40000000000001,2
"OH","Knox",36.8,61.1,"Romney",27027,24.3,2.1
"OH","Lake",48.3,50,"Romney",112369,1.7,1.7
"OH","Lawrence",41.4,56.9,"Romney",24825,15.5,1.7
"OH","Licking",41.7,56.3,"Romney",75868,14.6,2
"OH","Logan",33.1,64.9,"Romney",20112,31.8,2
"OH","Lorain",56.4,41.9,"Obama",136207,14.5,1.7
"OH","Lucas",64.3,33.9,"Obama",197329,30.4,1.8
